First Object;Second Object;similaridade
cd.[4975];cd.[5889];0.972222218910853
cd.[5577];cd.[8990];0.9895833333333334
cd.[3475];cd.[8592];0.9703703820705414
cd.[8224];cd.[8754];1.0
cd.[4179];cd.[4732];0.9481481512387594
cd.[4179];cd.[4911];0.9481481512387594
cd.[4732];cd.[4911];1.0
cd.[6811];cd.[7429];0.9299517075220743
cd.[6339];cd.[7517];1.0
cd.[7653];cd.[7852];0.8796296318372091
cd.[7653];cd.[8029];0.8796296318372091
cd.[10383];cd.[7653];0.8796296318372091
cd.[10230];cd.[7653];0.8462963104248047
cd.[6858];cd.[7653];0.8129629691441854
cd.[7852];cd.[8029];1.0
cd.[10383];cd.[7852];1.0
cd.[10230];cd.[7852];0.9666666785875956
cd.[6858];cd.[7852];0.9333333373069763
cd.[10383];cd.[8029];1.0
cd.[10230];cd.[8029];0.9666666785875956
cd.[6858];cd.[8029];0.9333333373069763
cd.[10230];cd.[10383];0.9666666785875956
cd.[10383];cd.[6858];0.9333333373069763
cd.[10230];cd.[6858];0.944444457689921
cd.[10064];cd.[2819];1.0
cd.[6314];cd.[8464];0.9462242523829142
cd.[4291];cd.[4905];1.0
cd.[6722];cd.[7707];1.0
cd.[3722];cd.[8453];1.0
cd.[6719];cd.[8453];1.0
cd.[3722];cd.[6719];1.0
cd.[6413];cd.[7975];0.9555555582046509
cd.[6562];cd.[8870];0.9277777671813965
cd.[7606];cd.[8538];1.0
cd.[7671];cd.[8759];1.0
cd.[5360];cd.[8430];0.9040848116079966
cd.[7540];cd.[7542];0.8425760269165039
cd.[7542];cd.[8823];0.8953488369782766
cd.[7540];cd.[8823];0.9163879553476969
cd.[7920];cd.[8494];0.9435185392697653
cd.[6382];cd.[7920];0.9583333333333334
cd.[6382];cd.[8494];0.9851852059364319
cd.[7794];cd.[8890];0.9532828330993652
cd.[8890];cd.[9063];0.9682539701461792
cd.[6802];cd.[8890];0.9682539701461792
cd.[7794];cd.[9063];0.9218253990014394
cd.[6802];cd.[7794];0.9218253990014394
cd.[6802];cd.[9063];1.0
cd.[9348];cd.[9485];1.0
cd.[5477];cd.[9076];0.9888888895511627
cd.[5477];cd.[8368];0.9777777791023254
cd.[8368];cd.[9076];0.9888888895511627
cd.[5664];cd.[8717];1.0
cd.[4419];cd.[7644];0.9895833333333334
cd.[102361];cd.[103634];0.9677419265111288
cd.[5731];cd.[8779];1.0
cd.[7123];cd.[9038];0.9736842115720113
cd.[7980];cd.[9790];0.9752976397673289
cd.[7604];cd.[9790];0.9119709034760793
cd.[7604];cd.[7980];0.9366732835769653
cd.[4441];cd.[8151];0.9353146851062775
cd.[3670];cd.[4441];0.9574275414148966
cd.[4441];cd.[7515];1.0
cd.[3670];cd.[8151];0.9009324014186859
cd.[7515];cd.[8151];0.9353146851062775
