title;artist;track01;track02;track03;track10;track11;duplicata
0.5122222304344177;1.0;0.08695650100708008;0.1904761791229248;0.1071428656578064;0.2258064746856689;0.20408165454864505;0.0
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0.6625000238418579;1.0;0.13157892227172852;0.1428571343421936;0.2413793206214905;0.17391306161880493;0.1666666865348816;0.0
1.0;1.0;1.0;0.875;1.0;1.0;0.8333333134651184;1.0
0.6000000238418579;0.9444444179534912;0.2258064746856689;0.17391306161880493;0.0;0.17391306161880493;0.058823525905609124;0.0
0.8666666746139526;1.0;1.0;1.0;0.9285714030265808;0.4871794581413269;0.4736841917037964;1.0
0.8041666746139526;1.0;0.09090906381607056;0.17500001192092896;0.07407408952713013;0.06896549463272095;0.1111111044883728;0.0
0.8799999356269836;1.0;1.0;0.9285714030265808;1.0;0.8888888955116272;1.0;1.0
0.6625000238418579;1.0;0.27272725105285645;0.24444442987442014;0.2258064746856689;0.19565218687057492;0.238095223903656;0.0
0.7833333015441895;1.0;1.0;1.0;1.0;1.0;0.8500000238418579;1.0
1.0;0.0;0.6000000238418579;0.7142857313156128;1.0;0.6111111044883728;0.7222222089767456;0.0
1.0;1.0;1.0;0.3720930218696594;0.8333333134651184;1.0;0.8387097120285034;1.0
0.6000000238418579;0.9444444179534912;0.38235294818878174;0.022727251052856445;0.3030303120613098;0.3965517282485962;0.1470588445663452;0.0
1.0;1.0;1.0;0.8421052694320679;0.7857142686843872;1.0;1.0;1.0
0.7583333849906921;1.0;0.25;0.05555558204650879;0.03448277711868286;0.1538461446762085;0.10256409645080566;0.0
0.7250000238418579;1.0;1.0;0.959999978542328;1.0;0.3725489974021912;1.0;1.0
0.7809523940086365;1.0;0.23076921701431274;0.18333333730697632;0.11428570747375487;0.2448979616165161;0.0;0.0
1.0;0.9444444179534912;0.8421052694320679;0.9166666865348816;0.8125;0.8709677457809448;0.8333333134651184;1.0
0.8000000119209291;1.0;0.2368420958518982;0.2432432174682617;0.18518519401550293;0.0952380895614624;0.125;0.0
0.9666666984558104;1.0;0.8000000119209291;0.9285714030265808;0.9166666865348816;0.7142857313156128;0.8666666746139526;1.0
0.6333333253860474;1.0;0.41428571939468384;0.1086956262588501;0.1764705777168274;0.1525423526763916;0.0;0.0
1.0;1.0;0.8888888955116272;0.8000000119209291;0.5;0.3461538553237915;0.8333333134651184;1.0
1.0;0.0;0.5454545021057129;0.7142857313156128;0.699999988079071;0.8333333134651184;0.4615384340286255;0.0
1.0;1.0;0.8181818127632141;0.8000000119209291;0.7142857313156128;0.75;1.0;1.0
0.6979166865348816;1.0;0.4310345053672791;0.3448275923728943;0.3333333134651184;0.32258063554763794;0.03921568393707275;0.0
0.3799999952316284;1.0;1.0;0.9333333373069764;1.0;1.0;0.7142857313156128;1.0
0.89000004529953;1.0;0.28125;0.13636362552642822;0.18333333730697632;0.25;0.16326528787612915;0.0
0.8500000238418579;1.0;0.7333333492279053;1.0;0.5882352590560913;0.615384578704834;0.6315789222717285;1.0
1.0;0.0;0.8181818127632141;0.7857142686843872;0.75;0.3055555820465088;0.8888888955116272;0.0
1.0;1.0;0.6666666269302368;0.25;0.0;0.8571428656578064;0.8888888955116272;1.0
1.0;1.0;0.307692289352417;0.25;0.3809523582458496;0.25;0.19999998807907104;1.0
1.0;1.0;0.8461538553237915;0.6521738767623901;0.7200000286102295;0.5;0.7894736528396606;1.0
1.0;0.0;0.6666666269302368;0.8666666746139526;0.4117646813392639;0.6470588445663452;0.5714285373687744;0.0
0.8857142925262451;1.0;0.75;0.8999999761581421;0.8888888955116272;1.0;1.0;1.0
1.0;0.0;0.6666666269302368;0.75;0.4166666865348816;0.4444444179534912;0.75;0.0
1.0;1.0;0.7647058963775635;0.692307710647583;0.4285714030265808;0.7777777910232544;0.5;1.0
1.0;1.0;0.4390243887901306;0.2954545617103577;0.15555554628372192;0.6129032373428345;0.5833333730697632;1.0
1.0;1.0;0.7692307829856873;0.6363636255264282;0.6666666269302368;0.6666666269302368;0.615384578704834;1.0
1.0;1.0;0.476190447807312;0.4285714030265808;0.4411764740943909;0.36666667461395264;0.23728811740875244;1.0
1.0;1.0;0.375;0.9333333373069764;0.3125;1.0;1.0;1.0
1.0;1.0;0.4814814925193786;0.21739131212234494;0.125;0.14814811944961548;0.14814811944961548;1.0
0.7166666984558105;1.0;0.7777777910232544;0.8666666746139526;0.875;1.0;0.1875;1.0
1.0;0.0;0.9090908765792848;0.7857142686843872;0.5833333730697632;0.4444444179534912;0.375;0.0
