elemento1;elemento2;qtdAlg;min;max;med;duplicata;title;artist;track01;track02;track03;track10;track11
100558;104099;1;0.833232307434082;0.833232307434082;0.833232307434082;0.0;1.0;0.0;0.6000000238418579;0.5;0.6000000238418579;0.7222222089767456;0.6428571343421936
100717;104310;3;0.8457557040712108;0.8714285850524902;0.8551328625368035;0.0;1.0;0.0;0.699999988079071;0.800000011920929;0.8333333134651184;0.6470588445663452;0.8571428656578064
6413;7975;6;0.8457222917805547;1.0;0.9502431692258604;1.0;0.8666666746139526;1.0;1.0;1.0;0.9285714030265808;0.4871794581413269;0.4736841917037964
104289;3710;2;0.7819466829299927;0.7931643257970397;0.7875555043635162;0.0;0.6666666865348816;0.0;0.7599999904632568;0.9090908765792847;0.8181818127632141;0.5;0.7272727489471436
108429;2004;1;0.5808333456516266;0.5808333456516266;0.5808333456516266;0.0;1.0;0.0;0.04166668653488159;0.5;0.550000011920929;0.875;0.7142857313156128
102024;102960;1;0.8046985447406769;0.8046985447406769;0.8046985447406769;0.0;0.9166666865348816;1.0;0.21621620655059814;0.23076921701431274;0.20588237047195435;0.17777776718139648;0.14814811944961548
102477;107056;1;0.8003952632779661;0.8003952632779661;0.8003952632779661;0.0;1.0;0.0;1.0;0.7272727489471436;0.8888888955116272;0.5;0.2777777910232544
107734;2004;1;0.6042424261569976;0.6042424261569976;0.6042424261569976;0.0;1.0;0.0;0.4583333134651184;0.9090908765792847;0.3500000238418579;0.4375;0.375
101021;103997;1;0.5732650935649872;0.5732650935649872;0.5732650935649872;0.0;1.0;0.0;0.7037037014961243;0.75;0.7272727489471436;0.699999988079071;0.8181818127632141
105349;105518;1;0.4969583094120026;0.4969583094120026;0.4969583094120026;0.0;1.0;0.0;0.5;0.45454543828964233;0.8181818127632141;0.0;0.0
6948;7365;8;0.9030172413793104;0.9869791666666666;0.9618613446011268;1.0;0.9375;1.0;1.0;0.9047619104385376;1.0;1.0;1.0
107994;108153;2;0.8829410212735336;0.9031236038125795;0.8930323125430566;0.0;0.591688334941864;1.0;0.22857141494750977;0.260869562625885;0.19999998807907104;0.8571428656578064;0.9722222089767456
3395;5122;4;0.8573499010956805;1.0;0.9045284494312237;1.0;0.3438095450401306;1.0;1.0;1.0;1.0;1.0;1.0
102831;104310;1;0.6228315711021424;0.6228315711021424;0.6228315711021424;0.0;1.0;0.0;0.699999988079071;0.4285714030265808;0.476190447807312;0.6470588445663452;0.8095238208770752
100558;100856;3;0.8197057098150253;0.8667303383350372;0.8402442055767861;0.0;1.0;0.0;0.5454545021057129;0.8571428656578064;0.75;0.5;0.8125
