309852;journals/sigmod/Mackay99;0.9795454442501068;
673321;conf/vldb/PoosalaI96;1.0;
673484;conf/vldb/GardarinGT96;0.7794117629528046;
673135;conf/vldb/HoelS95;1.0;
304219;conf/sigmod/Keim99;0.9810605943202972;
765531;journals/vldb/Seshadri98;0.9745762646198273;
262769;journals/sigmod/RamamrithamS97;0.7516917586326599;
234902;journals/sigmod/DAndreaJ96;0.7246376872062683;
672977;conf/vldb/KemperK94;1.0;
872855;conf/sigmod/AbadiCCCCEGHMRSSTXYZ03;0.7585469782352448;
765752;journals/vldb/SivasankaranSTPR96;0.8029211759567261;
764221;journals/vldb/SheikholeslamiCZ00;0.7928716242313385;
767145;journals/vldb/ChangG01;0.7638888955116272;
673491;conf/vldb/ShaferAM96;1.0;
375774;conf/sigmod/AgichteinGV01;0.7576615810394287;
253304;conf/sigmod/GriffinH97;0.9795918464660645;
765552;journals/vldb/IoannidisNSS97;0.7596816718578339;
672029;conf/vldb/CuiW01;1.0;
775456;conf/vldb/CuiW01;0.7932630777359009;
565135;journals/sigmod/Hammer02;0.9859550595283508;
671873;conf/vldb/Bar-YossefBCFW00;0.7980769276618958;
262763;journals/sigmod/FernandezFLS97;0.7953231334686279;
673475;conf/vldb/BertinoBFS96;0.7840909063816071;
276374;conf/sigmod/LiS98;0.9699999988079071;
671496;conf/vldb/ChenCFGJMTW99;0.8253968358039856;
672999;conf/vldb/Bernstein94;1.0;
672041;conf/vldb/LuoN01;0.7666666507720947;
765527;journals/vldb/AbiteboulCM98;0.7643382251262665;
945737;journals/sigmod/PitouraAPSV03;0.8579545617103577;
304573;conf/sigmod/BraumandlKK99;0.9926470518112183;
672998;conf/vldb/ZemankovaI94;0.7708333134651184;
671016;conf/vldb/BerckenSW97;0.7727272510528564;
673477;conf/vldb/LabioG96;0.7714285850524902;
673498;conf/vldb/CochranePM96;0.9549180269241333;
767093;journals/vldb/SaltenisJ02;0.9345238208770752;
872779;conf/sigmod/Dyreson03;0.9746376872062683;
641006;journals/sigmod/ChakravarthyAEFO03;0.9688948392868042;
212023;journals/sigmod/KimballS95;0.763798713684082;
672984;conf/vldb/OzdenBRS94;0.7773972749710083;
671661;conf/vldb/NinkHR99;0.7678571343421936;
564737;conf/sigmod/WangWYY02;0.8776595592498779;
336575;conf/sigmod/Rodriguez-Martinez00;0.7815170884132385;
336560;conf/sigmod/ChenDLT00;0.7946226298809052;
604280;journals/sigmod/MeltonE01;0.984375;
673492;conf/vldb/Sheth96;1.0;
248616;journals/sigmod/ChaudhuriD97;0.9803921580314636;
191852;conf/sigmod/BersonGMJ94;0.8337103724479675;
959073;journals/sigmod/GerlaX03;1.0;
187445;journals/sigmod/Klein94;0.8083333075046539;
672997;conf/vldb/PirotteZMY94;0.8586956560611725;
375780;conf/sigmod/DattaDRTV01;0.7760097980499268;
190631;journals/sigmod/Bertram94;0.9814814925193787;
375720;conf/sigmod/TatarinovIHW01;0.8452380895614624;
637435;journals/sigmod/RoantreeS02;0.7498587369918823;
276386;conf/sigmod/BaumannDFRW98;0.7859648764133453;
672374;conf/vldb/AnSVKIG01;0.8163716793060303;
671528;conf/vldb/Graefe99;1.0;
564754;conf/sigmod/Weininger02;1.0;
758380;conf/vldb/ChristopheBPV00;0.8204225301742554;
767143;conf/vldb/ChristopheBPV00;0.8165492713451385;
