elemento1;elemento2;qtdAlg;min;max;med
4975;5889;2;1.0;1.0;1.0
5577;8990;1;0.9749999940395355;0.9749999940395355;0.9749999940395355
7008;8831;2;0.96875;0.96875;0.96875
3475;8592;2;1.0;1.0;1.0
4586;7633;2;0.9333333373069763;1.0;0.9666666686534882
8224;8754;2;0.9333333373069763;1.0;0.9666666686534882
10240;7367;2;0.9666666686534882;1.0;0.9833333343267441
5426;7869;2;1.0;1.0;1.0
4732;4911;2;1.0;1.0;1.0
3192;7923;2;0.949999988079071;1.0;0.9749999940395355
4395;8725;2;0.9111111164093018;1.0;0.9555555582046509
6948;7365;2;0.9523809552192688;1.0;0.9761904776096344
6339;7517;2;1.0;1.0;1.0
7852;8029;2;0.949999988079071;1.0;0.9749999940395355
10383;7852;2;0.9111111164093018;1.0;0.9555555582046509
10230;7852;2;0.9333333373069763;0.9523809552192688;0.9428571462631226
6858;7852;2;0.9333333373069763;1.0;0.9666666686534882
10383;8029;2;1.0;1.0;1.0
10230;8029;2;0.9333333373069763;1.0;0.9666666686534882
6858;8029;2;0.9333333373069763;0.9333333373069763;0.9333333373069763
10230;10383;2;0.9333333373069763;0.9333333373069763;0.9333333373069763
10383;6858;2;0.9333333373069763;1.0;0.9666666686534882
10230;6858;2;-1.0;0.9333333373069763;-0.03333333134651184
7350;8473;2;1.0;1.0;1.0
10938;11125;2;1.0;1.0;1.0
10064;2819;2;1.0;1.0;1.0
4297;4306;2;1.0;1.0;1.0
4297;8636;2;0.9666666686534882;1.0;0.9833333343267441
4306;8636;2;0.9333333373069763;1.0;0.9666666686534882
6925;6926;2;0.9666666686534882;1.0;0.9833333343267441
4291;4905;2;1.0;1.0;1.0
6722;7707;2;0.9333333373069763;1.0;0.9666666686534882
3722;8453;2;1.0;1.0;1.0
6719;8453;2;1.0;1.0;1.0
3722;6719;2;0.9714285731315613;1.0;0.9857142865657806
7201;8536;2;0.9714285731315613;1.0;0.9857142865657806
7606;8538;2;1.0;1.0;1.0
7671;8759;2;0.96875;1.0;0.984375
5360;8430;2;0.9003496468067169;0.9032257795333862;0.9017877131700516
9333;9450;2;1.0;1.0;1.0
9348;9485;2;0.9761904776096344;1.0;0.9880952388048172
5477;9076;2;0.9666666686534882;1.0;0.9833333343267441
5477;8368;2;0.9333333373069763;1.0;0.9666666686534882
8368;9076;2;0.9666666686534882;1.0;0.9833333343267441
6771;8507;2;1.0;1.0;1.0
8609;9130;2;1.0;1.0;1.0
4843;8794;2;0.9333333373069763;1.0;0.9666666686534882
7346;7719;2;1.0;1.0;1.0
4851;7708;2;1.0;1.0;1.0
8890;9063;2;-1.0;0.9714285731315613;-0.01428571343421936
6802;8890;2;0.9211309552192688;0.9714285731315613;0.946279764175415
6802;9063;2;0.949999988079071;1.0;0.9749999940395355
4419;7644;2;0.9642857015132904;0.96875;0.9665178507566452
102361;103634;2;0.9032257795333862;0.9615384638309479;0.932382121682167
5731;8779;2;1.0;1.0;1.0
7123;9038;2;0.9210526347160339;1.0;0.960526317358017
6272;7460;2;1.0;1.0;1.0
7980;9790;2;0.9449404776096344;1.0;0.9724702388048172
7604;9790;2;-1.0;1.0;0.0
7604;7980;2;0.9211309552192688;1.0;0.9605654776096344
8043;8234;2;1.0;1.0;1.0
11150;8901;2;0.96875;1.0;0.984375
9421;9489;2;0.9130434691905975;0.949999988079071;0.9315217286348343
7161;8131;2;1.0;1.0;1.0
2813;3155;2;0.9761904776096344;1.0;0.9880952388048172
6740;9193;2;1.0;1.0;1.0
7061;7469;2;0.9761904776096344;1.0;0.9880952388048172
5835;9278;2;0.9545454382896423;1.0;0.9772727191448212
5921;8423;2;1.0;1.0;1.0
7361;7750;2;1.0;1.0;1.0
8265;9149;2;0.9895833432674408;1.0;0.9947916716337204
5988;8859;2;1.0;1.0;1.0
6944;9868;2;0.9642857015132904;1.0;0.9821428507566452
6358;9694;2;0.9615384638309479;1.0;0.9807692319154739
8311;8312;2;0.9666666686534882;1.0;0.9833333343267441
8344;9229;2;1.0;1.0;1.0
7094;9189;2;1.0;1.0;1.0
2440;5443;2;0.9615384638309479;1.0;0.9807692319154739
2781;9669;2;0.920998603105545;1.0;0.9604993015527725
4508;9662;2;0.9000000059604645;1.0;0.9500000029802322
8114;8659;2;1.0;1.0;1.0
3539;4190;2;0.96875;1.0;0.984375
4348;7170;2;0.9130434691905975;1.0;0.9565217345952988
8668;8843;2;1.0;1.0;1.0
3356;6955;2;1.0;1.0;1.0
2807;7064;2;1.0;1.0;1.0
3529;4114;2;0.9285714328289032;0.9761904776096344;0.9523809552192688
6316;7311;2;1.0;1.0;1.0
7363;8118;2;0.9545454382896423;1.0;0.9772727191448212
9614;9678;2;1.0;1.0;1.0
3159;9969;2;0.9895833432674408;1.0;0.9947916716337204
4292;8795;2;1.0;1.0;1.0
3678;4266;2;0.97826087474823;1.0;0.989130437374115
4266;6690;2;1.0;1.0;1.0
3678;6690;2;1.0;1.0;1.0
2577;2581;2;0.9375;0.9666666686534882;0.9520833343267441
4481;6716;2;1.0;1.0;1.0
8919;9083;2;1.0;1.0;1.0
7859;9798;2;0.9615384638309479;1.0;0.9807692319154739
7037;7237;2;0.920998603105545;1.0;0.9604993015527725
100170;100358;2;0.9000000059604645;1.0;0.9500000029802322
4441;7515;2;1.0;1.0;1.0
100198;106489;2;1.0;1.0;1.0
10253;10368;2;1.0;1.0;1.0
11530;5099;2;1.0;1.0;1.0
8274;8805;2;0.9424342215061188;1.0;0.9712171107530594
9713;9738;2;0.9375;1.0;0.96875
5324;7847;2;1.0;1.0;1.0
10061;3517;2;0.9722222089767456;1.0;0.9861111044883728
7134;9695;2;1.0;1.0;1.0
10301;6246;2;0.9285714328289032;1.0;0.9642857164144516
4178;7199;2;1.0;1.0;1.0
5238;8297;2;0.9423076808452606;1.0;0.9711538404226303
6663;6665;2;0.9545454382896423;1.0;0.9772727191448212
5394;5418;2;0.9424342215061188;1.0;0.9712171107530594
4895;9209;2;0.9285714328289032;0.9375;0.9330357164144516
10652;9640;2;1.0;1.0;1.0
4613;6116;2;0.97826087474823;1.0;0.989130437374115
5912;8949;2;1.0;1.0;1.0
8778;9060;2;1.0;1.0;1.0
2619;6174;2;0.9375;1.0;0.96875
10107;7341;2;1.0;1.0;1.0
7918;9172;2;1.0;1.0;1.0
2571;9019;2;1.0;1.0;1.0
3931;5754;2;0.9424342215061188;1.0;0.9712171107530594
6568;9557;2;0.9375;1.0;0.96875
6737;7722;2;1.0;1.0;1.0
7404;7405;2;1.0;1.0;1.0
2957;3106;2;1.0;1.0;1.0
4384;5657;2;1.0;1.0;1.0
9588;9811;2;0.9375;1.0;0.96875
7653;7852;1;1.0;1.0;1.0
7653;8029;1;1.0;1.0;1.0
10383;7653;1;0.9666666686534882;0.9666666686534882;0.9666666686534882
10230;7653;1;1.0;1.0;1.0
6858;7653;1;1.0;1.0;1.0
4441;8151;1;0.9333333373069763;0.9333333373069763;0.9333333373069763
3670;4441;1;-1.0;0.0;-1.0
3670;8151;1;1.0;1.0;1.0
7515;8151;1;1.0;1.0;1.0
3670;7515;1;1.0;1.0;1.0
4179;4732;1;1.0;1.0;1.0
4179;4911;1;1.0;1.0;1.0
2366;2367;1;0.9003496468067169;0.9003496468067169;0.9003496468067169
6314;8464;1;1.0;1.0;1.0
7525;8995;1;1.0;1.0;1.0
7540;8823;1;0.9210526347160339;0.9210526347160339;0.9210526347160339
6382;7920;1;1.0;1.0;1.0
7794;8890;1;0.9449404776096344;0.9449404776096344;0.9449404776096344
7794;9063;1;1.0;1.0;1.0
6802;7794;1;1.0;1.0;1.0
10000;8664;1;1.0;1.0;1.0
5025;9863;1;1.0;1.0;1.0
2823;4684;1;1.0;1.0;1.0
3792;8891;1;0.9722222089767456;0.9722222089767456;0.9722222089767456
6922;9161;1;0.9423076808452606;0.9423076808452606;0.9423076808452606
3383;6969;1;0.9545454382896423;0.9545454382896423;0.9545454382896423
103398;107056;1;1.0;1.0;1.0
11455;5289;1;1.0;1.0;1.0
7344;8291;1;1.0;1.0;1.0
6547;6741;1;1.0;1.0;1.0
7622;8349;1;1.0;1.0;1.0
