8224;8754
5426;7869
4732;4911
6948;7365
6339;7517
7350;8473
10938;11125
10064;2819
4297;4306
4297;8636
4306;8636
6925;6926
6722;7707
3722;8453
6719;8453
3722;6719
7606;8538
7671;8759
5477;9076
5477;8368
8368;9076
6771;8507
7346;7719
4851;7708
8890;9063
6802;8890
6802;9063
4419;7644
102361;103634
5731;8779
6272;7460
7980;9790
7604;9790
7604;7980
8043;8234
2813;3155
7061;7469
7852;8029
10383;7852
10383;8029
5921;8423
5988;8859
6944;9868
6358;9694
8311;8312
2440;5443
2781;9669
4508;9662
8114;8659
8668;8843
2807;7064
6316;7311
9614;9678
2406;7291
4292;8795
3678;4266
4266;6690
3678;6690
4481;6716
8919;9083
7859;9798
10253;10368
8274;8805
9713;9738
5324;7847
10061;3517
4178;7199
6663;6665
5394;5418
10652;9640
5912;8949
8778;9060
7918;9172
3931;5754
6568;9557
6737;7722
7404;7405
2957;3106
4384;5657
2427;8640
4975;5889
7008;8831
1838;7934
8224;8754
3529;4114
6316;7311
4732;4911
7363;8118
6922;9161
6948;7365
6339;7517
9614;9678
2406;7291
7794;9063
6802;7794
6802;9063
7350;8473
7288;7483
10938;11125
4292;8795
3678;4266
6925;6926
6314;8464
4291;4905
6722;7707
8919;9083
6562;8870
7606;8538
7671;8759
7920;8494
6382;7920
6382;8494
7542;8823
9333;9450
10253;10368
9348;9485
6771;8507
8274;8805
8609;9130
3670;4441
7346;7719
4851;7708
102361;103634
9713;9738
7123;9038
8260;8445
6272;7460
7604;7980
7852;8029
6858;7852
6858;8029
8043;8234
7134;9695
11150;8901
9421;9489
4178;7199
9327;9412
7061;7469
6663;6665
6756;8537
4588;4774
7192;7778
4613;6116
5921;8423
8778;9060
5988;8859
107994;108153
6719;8453
7918;9172
8311;8312
5780;5782
5010;5205
8344;9229
2781;9669
3931;5754
6737;7722
7404;7405
2957;3106
8114;8659
8364;8526
3539;4190
4297;4306
8668;8843
9588;9811
4709;4710
7344;8291
6547;6741
7622;8349
8368;9076
4145;4886
2252;4733
