7008;8831
4586;7633
10240;7367
5426;7869
6948;7365
10064;2819
4297;8636
4306;8636
6925;6926
4291;4905
3722;8453
3722;6719
7201;8536
9333;9450
5477;9076
5477;8368
8368;9076
8890;9063
6802;8890
4419;7644
102361;103634
5731;8779
7980;9790
7604;9790
7604;7980
2813;3155
6740;9193
10383;7852
10383;8029
7361;7750
8265;9149
1858;9637
6944;9868
6358;9694
2440;5443
4508;9662
3539;4190
3356;6955
2807;7064
3529;4114
7363;8118
2406;7291
3159;9969
4266;6690
3678;6690
2577;2581
4481;6716
7859;9798
4441;7515
100198;106489
11530;5099
5324;7847
10061;3517
7134;9695
2187;2418
6663;6665
5394;5418
10652;9640
2004;3710
4613;6116
5912;8949
10107;7341
2571;9019
6568;9557
4384;5657
2427;8640
2252;4733
