First Object;Second Object;similaridade
cd.[4975];cd.[5889];1.0
cd.[5577];cd.[8990];0.9749999940395355
cd.[7008];cd.[8831];0.96875
cd.[3475];cd.[8592];1.0
cd.[7653];cd.[7852];1.0
cd.[7653];cd.[8029];1.0
cd.[10383];cd.[7653];0.9666666686534882
cd.[10230];cd.[7653];1.0
cd.[6858];cd.[7653];1.0
cd.[7852];cd.[8029];0.949999988079071
cd.[10383];cd.[7852];0.9111111164093018
cd.[10230];cd.[7852];0.9523809552192688
cd.[6858];cd.[7852];1.0
cd.[10383];cd.[8029];1.0
cd.[10230];cd.[8029];1.0
cd.[6858];cd.[8029];0.9333333373069763
cd.[10230];cd.[10383];0.9333333373069763
cd.[10383];cd.[6858];1.0
cd.[10230];cd.[6858];0.9333333373069763
cd.[4586];cd.[7633];0.9333333373069763
cd.[8224];cd.[8754];0.9333333373069763
cd.[4441];cd.[8151];0.9333333373069763
cd.[3670];cd.[4441];-1.0
cd.[4441];cd.[7515];1.0
cd.[3670];cd.[8151];1.0
cd.[7515];cd.[8151];1.0
cd.[3670];cd.[7515];1.0
cd.[10240];cd.[7367];1.0
cd.[5426];cd.[7869];1.0
cd.[4179];cd.[4732];1.0
cd.[4179];cd.[4911];1.0
cd.[4732];cd.[4911];1.0
cd.[3192];cd.[7923];1.0
cd.[4395];cd.[8725];1.0
cd.[6948];cd.[7365];1.0
cd.[6339];cd.[7517];1.0
cd.[7350];cd.[8473];1.0
cd.[10938];cd.[11125];1.0
cd.[2366];cd.[2367];0.9003496468067169
cd.[10064];cd.[2819];1.0
cd.[4297];cd.[4306];1.0
cd.[4297];cd.[8636];0.9666666686534882
cd.[4306];cd.[8636];0.9333333373069763
cd.[6925];cd.[6926];0.9666666686534882
cd.[6314];cd.[8464];1.0
cd.[4291];cd.[4905];1.0
cd.[6722];cd.[7707];0.9333333373069763
cd.[3722];cd.[8453];1.0
cd.[6719];cd.[8453];1.0
cd.[3722];cd.[6719];0.9714285731315613
cd.[7201];cd.[8536];0.9714285731315613
cd.[7606];cd.[8538];1.0
cd.[7671];cd.[8759];0.96875
cd.[5360];cd.[8430];0.9032257795333862
cd.[7525];cd.[8995];1.0
