1858;9637
2004;3710
2187;2418
2188;8063
2252;4733
2366;2367
2406;7291
10314;2427
2440;5443
2571;9019
2577;2581
2619;6174
2781;9669
2807;7064
2813;3155
10064;2819
2823;4684
3086;3215
3096;3123
3159;9969
3192;7923
3356;6955
3383;6969
3475;8592
10061;3517
3529;4114
3539;4190
3670;7515
3670;8151
3678;4266
3678;6690
3722;6719
3722;8453
3792;8891
3931;5754
4108;7977
4178;7199
4179;4732
4179;4911
4184;6950
4266;6690
4291;4905
4292;8795
4297;4306
4297;8636
4306;8636
4348;7170
4395;8725
4419;7644
4441;7515
4441;8151
4481;6716
4508;9662
4586;7633
4613;6116
4676;5746
4732;4911
4851;7708
4895;9209
4975;5889
5025;9863
11530;5099
5185;7072
5238;8297
11455;5289
5324;7847
5360;8430
5394;5418
5426;7869
10361;5426
6102;9115
6162;10449
6210;11531
6246;10301
6272;7460
6272;8578
6314;8464
6316;7311
6339;7517
6354;8424
6358;9694
6374;9777
6382;7920
6382;8494
6413;7975
6423;7428
6506;6952
6547;6741
6562;8870
6568;9557
6620;7622
6620;8349
6663;6665
6719;8453
6722;7707
6737;7722
6740;9193
6756;8537
6761;10361
6761;7869
6771;8507
6788;7563
6798;9068
6802;7794
6802;8890
6802;9063
6811;7429
6858;10230
6858;10383
6858;7653
6858;7852
6858;8029
6919;8060
6922;9161
6925;6926
6944;7731
6944;9868
6948;7365
6992;7802
7008;8831
200000;200000
