"First Object";"Second Object";"Similarity Value";"First Object Data";"Second Object Data"
"cd.[4975]";"cd.[5889]";"1.0";"";""
"cd.[5577]";"cd.[8990]";"1.0";"";""
"cd.[3475]";"cd.[8592]";"0.9444444477558136";"";""
"cd.[4441]";"cd.[8151]";"0.9423076808452606";"";""
"cd.[3670]";"cd.[4441]";"0.9347826242446899";"";""
"cd.[4441]";"cd.[7769]";"1.0";"";""
"cd.[4441]";"cd.[7515]";"1.0";"";""
"cd.[3670]";"cd.[8151]";"0.8846153914928436";"";""
"cd.[7769]";"cd.[8151]";"0.9423076808452606";"";""
"cd.[7515]";"cd.[8151]";"0.9423076808452606";"";""
"cd.[3670]";"cd.[7769]";"0.9347826242446899";"";""
"cd.[3670]";"cd.[7515]";"0.9347826242446899";"";""
"cd.[7515]";"cd.[7769]";"1.0";"";""
"cd.[8224]";"cd.[8754]";"1.0";"";""
"cd.[102562]";"cd.[104023]";"0.6372548937797546";"";""
"cd.[4179]";"cd.[4732]";"0.9444444477558136";"";""
"cd.[4179]";"cd.[4911]";"0.9444444477558136";"";""
"cd.[4732]";"cd.[4911]";"1.0";"";""
"cd.[101556]";"cd.[105525]";"-1.0";"";""
"cd.[101556]";"cd.[106101]";"0.609375";"";""
"cd.[105525]";"cd.[106101]";"0.640625";"";""
"cd.[6339]";"cd.[7517]";"1.0";"";""
"cd.[7653]";"cd.[7852]";"0.8888888955116272";"";""
"cd.[7653]";"cd.[8029]";"0.8888888955116272";"";""
"cd.[10383]";"cd.[7653]";"0.8888888955116272";"";""
"cd.[10230]";"cd.[7653]";"0.8888888955116272";"";""
"cd.[6858]";"cd.[7653]";"0.8888888955116272";"";""
"cd.[7852]";"cd.[8029]";"1.0";"";""
"cd.[10383]";"cd.[7852]";"1.0";"";""
"cd.[10230]";"cd.[7852]";"1.0";"";""
"cd.[6858]";"cd.[7852]";"1.0";"";""
"cd.[10383]";"cd.[8029]";"1.0";"";""
"cd.[10230]";"cd.[8029]";"1.0";"";""
"cd.[6858]";"cd.[8029]";"1.0";"";""
"cd.[10230]";"cd.[10383]";"1.0";"";""
"cd.[10383]";"cd.[6858]";"1.0";"";""
"cd.[10230]";"cd.[6858]";"1.0";"";""
"cd.[10102]";"cd.[8140]";"0.9210526347160339";"";""
"cd.[10064]";"cd.[2819]";"1.0";"";""
"cd.[6314]";"cd.[8464]";"0.9473684132099152";"";""
"cd.[4291]";"cd.[4905]";"1.0";"";""
"cd.[6722]";"cd.[7707]";"1.0";"";""
"cd.[3722]";"cd.[8453]";"1.0";"";""
"cd.[6719]";"cd.[8453]";"1.0";"";""
"cd.[3722]";"cd.[6719]";"1.0";"";""
"cd.[6413]";"cd.[7975]";"1.0";"";""
"cd.[7606]";"cd.[8538]";"1.0";"";""
"cd.[7671]";"cd.[8759]";"1.0";"";""
"cd.[101693]";"cd.[102395]";"0.6071428656578064";"";""
"cd.[5360]";"cd.[8430]";"0.9230769276618958";"";""
"cd.[7540]";"cd.[7542]";"0.9230769276618958";"";""
"cd.[7542]";"cd.[8823]";"1.0";"";""
"cd.[7540]";"cd.[8823]";"0.9230769276618958";"";""
"cd.[101723]";"cd.[106128]";"0.625";"";""
"cd.[7920]";"cd.[8494]";"1.0";"";""
"cd.[6382]";"cd.[7920]";"1.0";"";""
"cd.[6382]";"cd.[8494]";"1.0";"";""
"cd.[7794]";"cd.[8890]";"0.9848484992980957";"";""
"cd.[8890]";"cd.[9063]";"0.9714285731315613";"";""
"cd.[6802]";"cd.[8890]";"0.9714285731315613";"";""
"cd.[7794]";"cd.[9063]";"0.9571428596973419";"";""
"cd.[6802]";"cd.[7794]";"0.9571428596973419";"";""
"cd.[6802]";"cd.[9063]";"1.0";"";""
"cd.[102024]";"cd.[105032]";"-1.0";"";""
"cd.[102024]";"cd.[102960]";"0.6081081032752991";"";""
