4975;5889;0.972222218910853;
5577;8990;0.9895833333333334;
7008;8831;1.0;
3475;8592;0.9703703820705414;
4586;7633;0.9515151381492615;
8224;8754;1.0;
4441;8151;0.9353146851062775;
3670;4441;0.9574275414148966;
4441;7515;1.0;
3670;8151;0.9009324014186859;
7515;8151;0.9353146851062775;
3670;7515;0.9574275414148966;
10240;7367;0.9888888895511627;
10361;5426;0.970370372136434;
10361;7869;0.970370372136434;
5426;7869;1.0;
4179;4732;0.9481481512387594;
4179;4911;0.9481481512387594;
4732;4911;1.0;
6811;7429;0.9299517075220743;
3192;7923;0.9833333293596903;
4395;8725;0.970370372136434;
6948;7365;0.9632936517397562;
6339;7517;1.0;
7852;8029;1.0;
10383;7852;1.0;
10230;7852;0.9666666785875956;
6858;7852;0.9333333373069763;
10383;8029;1.0;
10230;8029;0.9666666785875956;
6858;8029;0.9333333373069763;
10230;10383;0.9666666785875956;
10383;6858;0.9333333373069763;
10230;6858;0.944444457689921;
7350;8473;1.0;
7288;7483;1.0;
10938;11125;1.0;
2366;2367;0.8974073926607767;
10064;2819;1.0;
4297;4306;1.0;
4297;8636;1.0;
4306;8636;1.0;
6925;6926;0.9851852059364319;
6314;8464;0.9462242523829142;
4291;4905;1.0;
6722;7707;1.0;
3722;8453;1.0;
6719;8453;1.0;
3722;6719;1.0;
6413;7975;0.9555555582046509;
7201;8536;1.0;
7606;8538;1.0;
109296;109299;0.8984327713648478;
7671;8759;1.0;
5360;8430;0.9040848116079966;
6102;9115;1.0;
7920;8494;0.9435185392697653;
6382;7920;0.9583333333333334;
6382;8494;0.9851852059364319;
7794;8890;0.9532828330993652;
8890;9063;0.9682539701461792;
6802;8890;0.9682539701461792;
7794;9063;0.9218253990014394;
6802;7794;0.9218253990014394;
6802;9063;1.0;
9333;9450;1.0;
9348;9485;1.0;
5477;9076;0.9888888895511627;
5477;8368;0.9777777791023254;
8368;9076;0.9888888895511627;
5664;8717;1.0;
6771;8507;1.0;
8609;9130;1.0;
4843;8794;0.9777777791023254;
7346;7719;1.0;
4851;7708;1.0;
10119;7664;0.9609127044677734;
4419;7644;0.9895833333333334;
102361;103634;0.9677419265111288;
1884;9542;0.9473379651705424;
5731;8779;1.0;
7123;9038;0.9736842115720113;
6272;7460;1.0;
7980;9790;0.9752976397673289;
7604;9790;0.9119709034760793;
7604;7980;0.9366732835769653;
8043;8234;1.0;
11150;8901;1.0;
9421;9489;0.9833333293596903;
7161;8131;0.9722222089767456;
2813;3155;0.9698412716388702;
9327;9412;1.0;
6740;9193;0.9916666746139526;
7061;7469;1.0;
10000;8664;0.9421296318372091;
5835;9278;1.0;
5921;8423;1.0;
7361;7750;1.0;
8265;9149;1.0;
6992;7802;0.9055555661519369;
5988;8859;1.0;
6944;7731;0.9436508019765218;
7731;9868;0.7749559283256531;
6944;9868;0.9880952338377634;
6358;9694;0.9705128173033396;
8311;8312;1.0;
5010;5205;0.9597953259944916;
8344;9229;0.9888888994852701;
2440;5443;1.0;
2781;9669;1.0;
4508;9662;1.0;
5025;9863;0.9035714268684387;
8114;8659;1.0;
8364;8526;0.9880952338377634;
2823;4684;0.9459064304828644;
6919;8060;0.9666666587193807;
3539;4190;0.9895833333333334;
4348;7170;0.9126811524232229;
8668;8843;1.0;
3356;6955;1.0;
3792;8891;0.9111111164093018;
4145;4886;0.9904761910438538;
4184;6950;0.9314814905325571;
2807;7064;1.0;
3529;4114;0.9920634925365448;
6316;7311;1.0;
7363;8118;0.9848484794298807;
6922;9161;0.9363636374473572;
3383;6969;0.938492069641749;
9614;9678;1.0;
2406;7291;1.0;
3159;9969;0.996527781089147;
4292;8795;1.0;
3678;4266;1.0;
4266;6690;1.0;
3678;6690;1.0;
2577;2581;0.9888888895511627;
4481;6716;1.0;
8919;9083;1.0;
7859;9798;0.9871794879436493;
2771;5458;0.9930555522441864;
7037;7237;0.9260471562544504;
100170;100358;0.9666666686534882;
100198;106489;1.0;
10253;10368;1.0;
4108;7977;0.9740740656852722;
11530;5099;1.0;
8274;8805;1.0;
9713;9738;1.0;
8260;8445;0.9278769890467325;
5324;7847;1.0;
10061;3517;0.9907407363255819;
7134;9695;1.0;
5542;6695;0.9305555721124014;
10301;6246;0.9761904776096344;
4178;7199;1.0;
5238;8297;0.9322843849658966;
6663;6665;0.9848484794298807;
5394;5418;1.0;
6756;8537;0.9480952123800913;
4895;9209;0.9761904776096344;
10652;9640;1.0;
7192;7778;1.0;
4613;6116;0.976086954275767;
5912;8949;1.0;
8778;9060;1.0;
2619;6174;0.9791666666666666;
10107;7341;1.0;
7918;9172;1.0;
2188;8063;0.9866666595141093;
10449;6162;1.0;
2571;9019;1.0;
3931;5754;1.0;
6568;9557;1.0;
6737;7722;1.0;
7404;7405;1.0;
2317;4988;0.9515151480833689;
2957;3106;1.0;
3757;6377;0.8761603931585947;
4384;5657;1.0;
2427;8640;0.9641447365283966;
9588;9811;0.9791666666666666;
7344;8291;0.9440789421399435;
6547;6741;0.9547619024912516;
7622;8349;0.9586834708849589;
2252;4733;1.0;
