"First Object";"Second Object";"Similarity Value";"First Object Data";"Second Object Data"
"cd.[4975]";"cd.[5889]";"0.9354838728904724";"";""
"cd.[5577]";"cd.[8990]";"1.0";"";""
"cd.[3475]";"cd.[8592]";"0.9130434989929199";"";""
"cd.[4441]";"cd.[8151]";"0.7692307829856873";"";""
"cd.[3670]";"cd.[4441]";"0.800000011920929";"";""
"cd.[4441]";"cd.[7769]";"1.0";"";""
"cd.[4441]";"cd.[7515]";"0.8999999761581421";"";""
"cd.[3670]";"cd.[8151]";"0.615384578704834";"";""
"cd.[7769]";"cd.[8151]";"0.7692307829856873";"";""
"cd.[7515]";"cd.[8151]";"0.692307710647583";"";""
"cd.[3670]";"cd.[7769]";"0.800000011920929";"";""
"cd.[3670]";"cd.[7515]";"0.8999999761581421";"";""
"cd.[7515]";"cd.[7769]";"0.8999999761581421";"";""
"cd.[8224]";"cd.[8754]";"1.0";"";""
"cd.[4124]";"cd.[7722]";"1.0";"";""
"cd.[4124]";"cd.[6737]";"1.0";"";""
"cd.[6737]";"cd.[7722]";"1.0";"";""
"cd.[4179]";"cd.[4732]";"0.8333333134651184";"";""
"cd.[4179]";"cd.[4911]";"0.8333333134651184";"";""
"cd.[4732]";"cd.[4911]";"1.0";"";""
"cd.[6811]";"cd.[7429]";"0.875";"";""
"cd.[6339]";"cd.[7517]";"1.0";"";""
"cd.[7653]";"cd.[7852]";"0.1764705777168274";"";""
"cd.[7653]";"cd.[8029]";"0.1764705777168274";"";""
"cd.[10383]";"cd.[7653]";"0.1764705777168274";"";""
"cd.[10230]";"cd.[7653]";"-1.0";"";""
"cd.[6858]";"cd.[7653]";"-1.0";"";""
"cd.[7852]";"cd.[8029]";"1.0";"";""
"cd.[10383]";"cd.[7852]";"0.8823529481887817";"";""
"cd.[10230]";"cd.[7852]";"0.8823529481887817";"";""
"cd.[6858]";"cd.[7852]";"0.9411764740943909";"";""
"cd.[10383]";"cd.[8029]";"0.8823529481887817";"";""
"cd.[10230]";"cd.[8029]";"0.8823529481887817";"";""
"cd.[6858]";"cd.[8029]";"0.9411764740943909";"";""
"cd.[10230]";"cd.[10383]";"0.7647058963775635";"";""
"cd.[10383]";"cd.[6858]";"0.8235294222831726";"";""
"cd.[10230]";"cd.[6858]";"0.9411764740943909";"";""
"cd.[10064]";"cd.[2819]";"1.0";"";""
"cd.[6314]";"cd.[8464]";"0.8666666746139526";"";""
"cd.[4291]";"cd.[4905]";"1.0";"";""
"cd.[6722]";"cd.[7707]";"1.0";"";""
"cd.[3722]";"cd.[8453]";"1.0";"";""
"cd.[6719]";"cd.[8453]";"1.0";"";""
"cd.[3722]";"cd.[6719]";"1.0";"";""
"cd.[6413]";"cd.[7975]";"0.4736841917037964";"";""
"cd.[6562]";"cd.[8870]";"0.8500000238418579";"";""
"cd.[7606]";"cd.[8538]";"1.0";"";""
"cd.[7671]";"cd.[8759]";"1.0";"";""
"cd.[5360]";"cd.[8430]";"1.0";"";""
"cd.[7540]";"cd.[7542]";"-1.0";"";""
"cd.[7542]";"cd.[8823]";"0.8387097120285034";"";""
"cd.[7540]";"cd.[8823]";"0.7894736528396606";"";""
"cd.[7920]";"cd.[8494]";"1.0";"";""
"cd.[6382]";"cd.[7920]";"1.0";"";""
"cd.[6382]";"cd.[8494]";"1.0";"";""
"cd.[7794]";"cd.[8890]";"1.0";"";""
"cd.[8890]";"cd.[9063]";"0.9130434989929199";"";""
