elemento1;elemento2;qtdAlg;min;max;med;duplicata
5477;9076;4;0.9833333343267441;1.0;0.9892310795468696;1.0
100083;102987;1;0.9357263211693082;0.9357263211693082;0.9357263211693082;0.0
6663;6665;4;0.9772727191448212;1.0;0.9853151023459895;1.0
6756;8537;4;0.9441269569926791;0.9642857015132904;0.9544996339197895;1.0
107056;107779;1;0.8690476162093026;0.8690476162093026;0.8690476162093026;0.0
6413;7975;5;0.9500000029802322;1.0;0.9664251227741655;1.0
100054;105076;1;0.9097222302641187;0.9097222302641187;0.9097222302641187;0.0
4179;4732;6;0.9000000059604645;0.9481481512387594;0.9282250892664883;1.0
6948;7365;4;0.9580026467641195;0.9821428443704334;0.9690464652118354;1.0
3395;5122;2;0.8573499010956805;1.0;0.9286749505478402;1.0
6382;7920;6;0.9375;1.0;0.9557165861513689;1.0
7344;8291;5;0.9161184132099152;0.9440789421399435;0.9286803899755801;1.0
103832;109732;1;0.8608695631441864;0.8608695631441864;0.8608695631441864;0.0
103663;103676;1;0.922360245670591;0.922360245670591;0.922360245670591;0.0
8364;8526;4;0.9642857015132904;0.9880952338377634;0.9810213872775939;1.0
2366;2367;3;0.8708333373069763;0.9091787338256836;0.8924731545978122;1.0
100810;105094;2;0.8633540402288024;0.8690476218859354;0.8662008310573689;0.0
103663;103672;1;0.902597399694579;0.902597399694579;0.902597399694579;0.0
5204;7514;2;0.876811595066734;1.0;0.9384057975333671;1.0
103668;108962;1;0.8939732142857143;0.8939732142857143;0.8939732142857143;0.0
100054;100856;1;0.8456491061619351;0.8456491061619351;0.8456491061619351;0.0
11530;5099;1;1.0;1.0;1.0;1.0
100054;104310;1;0.8668109689440047;0.8668109689440047;0.8668109689440047;0.0
100358;103646;1;1.0;1.0;1.0;0.0
104610;105320;1;0.9888392857142857;0.9888392857142857;0.9888392857142857;0.0
8306;8663;1;0.9666666686534882;0.9666666686534882;0.9666666686534882;1.0
2619;6174;4;0.96875;1.0;0.9798082729468599;1.0
5574;7562;1;0.8217391345811929;0.8217391345811929;0.8217391345811929;1.0
4563;5122;2;0.8110765970271567;0.9314170756510326;0.8712468363390946;1.0
6925;6926;4;0.9690476187637876;0.9903381777846295;0.9809344185296424;1.0
5664;8717;7;0.9134199108396258;1.0;0.9876314158342323;1.0
7515;7769;2;0.9227053186167842;1.0;0.9613526593083921;1.0
4490;7121;2;0.884057967559151;0.8888888855775198;0.8864734265683354;1.0
108771;108962;1;0.9175824224948883;0.9175824224948883;0.9175824224948883;0.0
102987;105156;1;0.9560335384947913;0.9560335384947913;0.9560335384947913;0.0
7540;8823;5;0.8745819330215454;0.9163879553476969;0.8986440864655789;1.0
103114;108843;1;0.8538961048637117;0.8538961048637117;0.8538961048637117;0.0
4441;7515;1;1.0;1.0;1.0;1.0
8260;8445;4;0.90625;0.9309523857158163;0.9185515912834572;1.0
6992;7802;2;0.9055555661519369;0.9210145007009093;0.9132850334264231;1.0
5835;9278;3;0.9583333283662796;1.0;0.9861111094554266;1.0
101821;103846;1;0.9068322990621839;0.9068322990621839;0.9068322990621839;0.0
2427;8640;4;0.9555921107530594;0.9691075527149698;0.9627995505964988;1.0
7192;7778;4;1.0;1.0;1.0;1.0
6944;9868;4;0.9415584398167475;0.9875776353089707;0.9738514760831787;1.0
104145;109608;1;0.7155430316925049;0.7155430316925049;0.7155430316925049;0.0
6354;8424;2;0.8536231880602629;0.9666666686534882;0.9101449283568755;1.0
3159;9969;3;0.9947916716337204;0.9963768150495447;0.9955129538229315;1.0
103114;108932;1;0.8677248720611844;0.8677248720611844;0.8677248720611844;0.0
8368;9076;4;0.9833333343267441;1.0;0.9892310795468696;1.0
3356;6955;1;1.0;1.0;1.0;1.0
5025;9863;5;0.8791666626930237;0.9821428528853825;0.9133333284292162;1.0
102762;103690;1;0.902597399694579;0.902597399694579;0.902597399694579;0.0
101465;108771;1;0.8830049272094455;0.8830049272094455;0.8830049272094455;0.0
10107;7341;1;1.0;1.0;1.0;1.0
7653;7852;4;0.9059829115867615;0.951098904013634;0.9239276461303234;1.0
7542;8823;3;0.8907987864121147;0.952380942446845;0.9128428552790787;1.0
7653;8029;4;0.9059829115867615;0.9725274741649628;0.9292847886681557;1.0
100128;102309;1;0.9045138912541526;0.9045138912541526;0.9045138912541526;0.0
109053;109245;2;0.8559006206367327;1.0;0.9279503103183664;0.0
