elemento1;elemento2;qtdAlg;min;max;med;duplicata;title;artist;track01;track02;track03;track10;track11
4975;5889;9;0.9037819802761079;1.0;0.9592165127396584;1.0;1.0;1.0;1.0;0.8333333134651184;1.0;1.0;0.9354838728904724;;;;
5577;8990;8;0.9427083283662796;1.0;0.9768880195915699;1.0;1.0;1.0;1.0;0.9375;1.0;0.8999999761581421;1.0;;;;
3475;8592;8;0.951388880610466;0.9809027835726738;0.9618489583954215;1.0;0.9666666984558105;1.0;0.8888888955116272;1.0;0.8571428656578064;0.644444465637207;0.9130434989929199;;;;
4586;7633;7;0.936218798160553;0.9772727191448212;0.9586317406169006;1.0;0.8999999761581421;1.0;1.0;0.9090908765792847;0.6000000238418579;0.875;0.9583333134651184;;;;
10240;7367;8;0.9833333343267441;0.991666667163372;0.9843750009313226;1.0;1.0;1.0;0.9333333373069763;1.0;1.0;0.8999999761581421;1.0;;;;
3192;7923;8;0.9749999940395355;0.9874999970197679;0.9765624944120646;1.0;1.0;1.0;0.8999999761581421;1.0;1.0;1.0;1.0;;;;
4395;8725;8;0.9555555582046509;0.9777777791023254;0.9604166690260172;1.0;1.0;1.0;0.8888888955116272;0.9333333373069763;1.0;1.0;0.9166666865348816;;;;
6948;7365;9;0.9030172413793104;0.984375;0.9632812676187675;1.0;0.9375;1.0;1.0;0.9047619104385376;1.0;1.0;1.0;;;;
10230;7852;8;0.9410256147384644;0.9916666746139526;0.9584034401923418;1.0;0.9666666984558105;1.0;1.0;0.8666666746139526;0.875;1.0;0.8823529481887817;;;;
6858;7852;9;0.9199909845302845;0.9666666686534882;0.9390888290472643;1.0;0.8666666746139526;1.0;1.0;0.8666666746139526;0.875;1.0;0.9411764740943909;;;;
10230;8029;8;0.9410256147384644;0.9916666746139526;0.9584034401923418;1.0;0.9666666984558105;1.0;1.0;0.8666666746139526;0.875;1.0;0.8823529481887817;;;;
6858;8029;9;0.9199909845302845;0.9666666686534882;0.9390888290472643;1.0;0.8666666746139526;1.0;1.0;0.8666666746139526;0.875;1.0;0.9411764740943909;;;;
10230;10383;8;0.9410256147384644;0.9916666746139526;0.9584034401923418;1.0;0.9666666984558105;1.0;1.0;0.8666666746139526;0.875;1.0;0.7647058963775635;;;;
10383;6858;8;0.9247086197137833;0.9666666686534882;0.9414760596118867;1.0;0.8666666746139526;1.0;1.0;0.8666666746139526;0.875;1.0;0.8235294222831726;;;;
10230;6858;8;0.9335664510726929;1.0;0.9535848344676197;1.0;0.8333333730697632;1.0;1.0;1.0;1.0;1.0;0.9411764740943909;;;;
7288;7483;7;0.9137931034482759;1.0;0.9876847290640394;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;
6925;6926;9;0.9015663800568415;1.0;0.9747110877785532;1.0;0.9555556178092957;1.0;1.0;1.0;0.9655172228813171;1.0;0.970588207244873;;;;
6102;9115;7;0.9444444477558136;1.0;0.9920634925365448;1.0;1.0;1.0;1.0;1.0;0.9523809552192688;1.0;1.0;;;;
9333;9450;8;0.926108373650189;1.0;0.9836020914773489;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;
