elemento1;elemento2;qtdAlg;min;max;med;duplicata
5477;9076;4;0.9833333343267441;1.0;0.9892310795468696;1.0
6663;6665;5;0.9056261377087955;0.9901315830647947;0.9674036260315096;1.0
102477;107734;1;0.7297430789988975;0.7297430789988975;0.7297430789988975;0.0
100717;104310;2;0.8457557040712108;0.8482142984867096;0.8469850012789601;0.0
6756;8537;4;0.9441269569926791;0.9821428507566452;0.9606263544232052;1.0
6413;7975;4;0.8457222917805547;1.0;0.9378194632413595;1.0
104289;3710;1;0.7931643257970397;0.7931643257970397;0.7931643257970397;0.0
102477;107056;1;0.8003952632779661;0.8003952632779661;0.8003952632779661;0.0
4179;4732;5;0.8461538441479207;0.945893723031749;0.9134712445095253;1.0
6948;7365;5;0.9030172413793104;0.9869791666666666;0.956047013473475;1.0
107994;108153;2;0.8829410212735336;0.9031236038125795;0.8930323125430566;0.0
3395;5122;2;0.8632936552166939;1.0;0.9316468276083469;1.0
100558;100856;2;0.8197057098150253;0.8342965685802959;0.8270011391976606;0.0
104872;107056;1;0.7688060636105745;0.7688060636105745;0.7688060636105745;0.0
104310;105349;1;0.6611592484557111;0.6611592484557111;0.6611592484557111;0.0
103676;104424;1;0.8186011885603269;0.8186011885603269;0.8186011885603269;0.0
10383;8029;1;1.0;1.0;1.0;1.0
10383;7852;1;1.0;1.0;1.0;1.0
6382;7920;7;0.9375;1.0;0.9590665976535542;1.0
7344;8291;6;0.9046875014901161;0.941647591798202;0.9208552000194076;1.0
103832;109732;1;0.8262061439454557;0.8262061439454557;0.8262061439454557;0.0
8364;8526;5;0.8064182322958242;1.0;0.9372962329902194;1.0
2366;2367;3;0.8708333373069763;0.8710145017375117;0.8708937254504882;1.0
100558;102477;1;0.7000822036162666;0.7000822036162666;0.7000822036162666;0.0
100810;105094;1;0.8437500037252903;0.8437500037252903;0.8437500037252903;0.0
5204;7514;2;0.8819444452722868;1.0;0.9409722226361434;1.0
104872;107734;1;0.8281102880187656;0.8281102880187656;0.8281102880187656;0.0
11530;5099;1;1.0;1.0;1.0;1.0
103398;105349;1;0.7705859438232754;0.7705859438232754;0.7705859438232754;0.0
101555;108876;1;0.8224919464277185;0.8224919464277185;0.8224919464277185;0.0
8306;8663;2;0.8030303094698035;0.9666666686534882;0.8848484890616458;1.0
2619;6174;7;0.96875;1.0;0.9750690131124914;1.0
5574;7562;1;0.8217391345811929;0.8217391345811929;0.8217391345811929;1.0
6925;6926;5;0.9015663800568415;0.9852260425686836;0.9629824849552122;1.0
5664;8717;6;0.8418972284897513;1.0;0.9736495380816251;1.0
7515;7769;2;0.9071759258707365;1.0;0.9535879629353683;1.0
4490;7121;1;0.884057967559151;0.884057967559151;0.884057967559151;1.0
103424;104842;1;0.801550971425098;0.801550971425098;0.801550971425098;0.0
100717;105076;1;0.7244306336278501;0.7244306336278501;0.7244306336278501;0.0
7540;8823;4;0.8667763099074365;0.9127526490584663;0.8821732062522484;1.0
