id;elemento1;elemento2;title;artist;track01;track02;track03;duplicata
1;4975;5889;1.0;1.0;1.0;0.8333333134651184;1.0;true
2;5577;8990;1.0;1.0;1.0;0.9375;1.0;true
3;3475;8592;0.9666666984558105;1.0;0.8888888955116272;1.0;0.8571428656578064;true
4;3192;7923;1.0;1.0;0.8999999761581421;1.0;1.0;true
5;4395;8725;1.0;1.0;0.8888888955116272;0.9333333373069763;1.0;true
6;10230;7852;0.9666666984558105;1.0;1.0;0.8666666746139526;0.875;true
7;6858;7852;0.8666666746139526;1.0;1.0;0.8666666746139526;0.875;true
8;10230;8029;0.9666666984558105;1.0;1.0;0.8666666746139526;0.875;true
9;6858;8029;0.8666666746139526;1.0;1.0;0.8666666746139526;0.875;true
10;10230;10383;0.9666666984558105;1.0;1.0;0.8666666746139526;0.875;true
11;10383;6858;0.8666666746139526;1.0;1.0;0.8666666746139526;0.875;true
12;10230;6858;0.8333333730697632;1.0;1.0;1.0;1.0;true
13;5360;8430;0.811904788017273;1.0;0.8461538553237915;0.9545454382896423;0.9090908765792847;true
14;9348;9485;1.0;1.0;1.0;1.0;0.9411764740943909;true
15;8609;9130;1.0;0.9444444179534912;1.0;1.0;1.0;true
16;4843;8794;1.0;1.0;1.0;0.8666666746139526;1.0;true
17;7123;9038;1.0;1.0;1.0;0.8421052694320679;0.7857142686843872;true
18;11150;8901;1.0;1.0;1.0;1.0;1.0;true
19;9421;9489;1.0;1.0;1.0;0.8999999761581421;1.0;true
20;7161;8131;0.9166666269302368;1.0;1.0;1.0;1.0;true
21;5835;9278;1.0;1.0;1.0;1.0;1.0;true
22;8344;9229;0.9666666984558105;1.0;1.0;1.0;1.0;true
23;7094;9189;0.7071428298950195;1.0;1.0;1.0;1.0;true
24;4348;7170;0.824999988079071;1.0;0.8260869383811951;1.0;1.0;true
25;7037;7237;0.8571428656578064;1.0;0.9302325248718262;0.9117646813392639;1.0;true
26;100170;100358;1.0;1.0;0.9333333373069763;0.8666666746139526;0.8666666746139526;false
27;10301;6246;1.0;1.0;1.0;0.8571428656578064;1.0;true
28;5238;8297;0.8545454740524292;1.0;1.0;0.8846153616905212;1.0;true
29;4895;9209;1.0;1.0;1.0;0.8571428656578064;0.7272727489471436;true
30;2619;6174;1.0;1.0;0.875;1.0;1.0;true
31;9588;9811;1.0;1.0;1.0;0.875;1.0;true
32;7653;7852;0.75;1.0;0.7777777910232544;1.0;1.0;true
33;7653;8029;0.75;1.0;0.7777777910232544;1.0;1.0;true
34;10383;7653;0.75;1.0;0.7777777910232544;1.0;1.0;true
35;10230;7653;0.7166666984558105;1.0;0.7777777910232544;0.8666666746139526;0.875;true
36;6858;7653;0.6166666746139526;1.0;0.7777777910232544;0.8666666746139526;0.875;true
