elemento1;elemento2;qtdAlg;min;max;med;duplicata;title;artist;track01;track02;track03;track10;track11
7288;7483;8;0.9137931034482759;1.0;0.9757629867765193;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
6102;9115;8;0.9443241889987674;1.0;0.9800574326112589;1.0;1.0;1.0;1.0;1.0;0.9523809552192688;1.0;1.0
5664;8717;7;0.8418972284897513;1.0;0.9650453056184825;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
9327;9412;8;0.8737727947857069;1.0;0.9681556330928744;1.0;1.0;1.0;1.0;1.0;0.6499999761581421;1.0;0.949999988079071
6919;8060;7;0.9003623102022253;0.9782608643822048;0.9575251677144881;1.0;0.8999999761581421;1.0;1.0;1.0;1.0;1.0;1.0
6382;8494;9;0.9336734733411244;0.9923371754843613;0.9718354631575531;1.0;0.9555556178092957;1.0;1.0;1.0;1.0;1.0;1.0
2188;8063;7;0.9202898403872615;0.9913043431613756;0.969037261222707;1.0;0.9599999785423279;1.0;1.0;1.0;1.0;1.0;0.8823529481887817
10449;6162;8;0.9375;1.0;0.9816737832004053;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.7142857313156128
5360;8430;7;0.8783824910288272;0.9250871092081071;0.906695352793974;1.0;0.811904788017273;1.0;0.8461538553237915;0.9545454382896423;0.9090908765792847;0.800000011920929;1.0
1858;9637;3;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0
7094;9189;5;0.9023809432983398;0.9570707082748413;0.9342562233624252;1.0;0.7071428298950195;1.0;1.0;1.0;1.0;1.0;0.9411764740943909
2187;2418;3;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0
2004;3710;4;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0
4441;8151;5;0.9137529134750366;0.9711538404226303;0.9370451998451482;1.0;1.0;1.0;0.8846153616905212;0.7272727489471436;0.8333333134651184;0.75;0.7692307829856873
