elemento1;elemento2;qtdAlg;min;max;med;duplicata;title;artist;track01;track02;track03;track10;track11
1858;9637;5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0
2187;2418;5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0
2004;3710;5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0
4124;7722;6;0.8913043478260869;1.0;0.9455497329289786;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
4124;6737;6;0.8913043478260869;1.0;0.9455497329289786;1.0;0.5;1.0;1.0;1.0;0.9411764740943909;1.0;1.0
106803;107918;3;0.8902173923409503;1.0;0.9634057974469834;0.0;0.4950000047683716;1.0;1.0;1.0;1.0;0.0;0.07142859697341919
4179;4732;9;0.8461538441479207;0.9722222238779068;0.9295690740712119;1.0;1.0;1.0;0.8888888955116272;0.800000011920929;0.5;0.3461538553237915;0.8333333134651184
4179;4911;9;0.8461538441479207;0.9722222238779068;0.9295690740712119;1.0;1.0;1.0;0.8888888955116272;0.800000011920929;0.5;0.3461538553237915;0.8333333134651184
6811;7429;8;0.9227053225040436;0.97826087474823;0.9453516884544946;1.0;0.8333333730697632;1.0;0.9130434989929199;1.0;1.0;0.95652174949646;0.875
6413;7975;9;0.9500000029802322;1.0;0.9720432268284659;1.0;0.8666666746139526;1.0;1.0;1.0;0.9285714030265808;0.4871794581413269;0.4736841917037964
6562;8870;5;0.9267361089587212;1.0;0.969156096227791;1.0;0.7833333015441895;1.0;1.0;1.0;1.0;1.0;0.8500000238418579
5664;8717;11;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
8370;9876;5;0.9159420339957528;0.9833333343267441;0.9452425033339988;1.0;0.6666666865348816;1.0;0.9333333373069763;1.0;0.9473684430122375;1.0;0.9473684430122375
11531;3134;5;0.8692982469995818;1.0;0.9305172571156552;1.0;0.41999998688697815;1.0;1.0;1.0;1.0;1.0;0.9473684430122375
3134;6210;5;0.8882797372837863;1.0;0.9411221332092217;1.0;0.5111111402511597;1.0;1.0;1.0;1.0;1.0;0.9473684430122375
11531;6210;5;0.8434782611287158;1.0;0.9161956523126665;1.0;0.2800000011920929;1.0;1.0;1.0;1.0;1.0;1.0
5780;5782;5;0.8956521697666334;1.0;0.9441304325625517;1.0;0.5199999809265137;1.0;1.0;1.0;1.0;1.0;1.0
5010;5205;9;0.9210526347160339;0.9698464944958687;0.9503339802045466;1.0;1.0;0.9444444179534912;0.8421052694320679;0.9166666865348816;0.8125;0.8709677457809448;0.8333333134651184
2139;3296;4;0.845728451791017;0.9166666567325592;0.8839259033793232;1.0;0.550000011920929;1.0;0.8333333134651184;0.8421052694320679;0.9230769276618958;1.0;0.8823529481887817
105016;107434;3;0.8230676320583924;1.0;0.9410225440194641;0.0;0.18611110746860504;1.0;1.0;1.0;0.3333333134651184;0.1111111044883728;0.238095223903656
6922;9161;9;0.9000000059604645;0.9545454531908035;0.9305953570610082;1.0;1.0;1.0;0.8181818127632141;0.800000011920929;0.7142857313156128;0.75;1.0
6354;8424;6;0.8172619069616;0.9833333343267441;0.9072424269006881;1.0;0.3799999952316284;1.0;1.0;0.9333333373069763;1.0;1.0;0.7142857313156128
3670;4441;10;0.9347826242446899;0.9680706560611726;0.9490766846723314;1.0;1.0;1.0;0.8695652484893799;0.875;0.800000011920929;0.8888888955116272;0.800000011920929
4441;7769;6;0.9111111164093018;1.0;0.950697802187164;1.0;0.644444465637207;1.0;1.0;1.0;1.0;1.0;1.0
