elemento1;elemento2;qtdAlg;min;max;med;duplicata;title;artist;track01;track02;track03;track10;track11
4975;5889;9;0.9166666567325592;1.0;0.9645711005081973;1.0;1.0;1.0;1.0;0.8333333134651184;1.0;1.0;0.9354838728904724
5577;8990;9;0.9427083283662796;1.0;0.9718498368890004;1.0;1.0;1.0;1.0;0.9375;1.0;0.8999999761581421;1.0
104099;109749;1;0.8032036682833796;0.8032036682833796;0.8032036682833796;0.0;1.0;0.0;1.0;0.7142857313156128;0.6000000238418579;0.6470588445663452;0.529411792755127
3475;8592;9;0.9100845555464426;0.9722222238779068;0.9532329169688403;1.0;0.9666666984558105;1.0;0.8888888955116272;1.0;0.8571428656578064;0.644444465637207;0.9130434989929199
4124;7722;4;0.8136645814646846;1.0;0.9273744786995045;1.0;0.5;1.0;1.0;1.0;1.0;1.0;1.0
4124;6737;4;0.8136645814646846;1.0;0.9273744786995045;1.0;0.5;1.0;1.0;1.0;0.9411764740943909;1.0;1.0
4179;4732;6;0.8461538441479207;0.9722222238779068;0.9224400291858234;1.0;1.0;1.0;0.8888888955116272;0.800000011920929;0.5;0.3461538553237915;0.8333333134651184
4179;4911;6;0.8461538441479207;0.9722222238779068;0.9224400291858234;1.0;1.0;1.0;0.8888888955116272;0.800000011920929;0.5;0.3461538553237915;0.8333333134651184
6811;7429;5;0.8882587785306185;0.97826087474823;0.937336244876834;1.0;0.8333333730697632;1.0;0.9130434989929199;1.0;1.0;0.95652174949646;0.875
100856;105076;1;0.8065240745959076;0.8065240745959076;0.8065240745959076;0.0;1.0;0.0;0.9090908765792847;0.7857142686843872;0.4166666865348816;0.2222222089767456;0.5625
100856;102477;1;0.6821005033410115;0.6821005033410115;0.6821005033410115;0.0;1.0;0.0;0.6363636255264282;0.7857142686843872;0.75;0.1388888955116272;0.3125
100856;105098;1;0.6640316196109938;0.6640316196109938;0.6640316196109938;0.0;1.0;0.0;0.8181818127632141;0.5;0.5;0.25;0.5
100856;103398;1;0.7223075835601144;0.7223075835601144;0.7223075835601144;0.0;1.0;0.0;0.7272727489471436;0.5714285373687744;0.75;0.1666666865348816;0.8125
100856;104872;1;0.8146527383638466;0.8146527383638466;0.8146527383638466;0.0;1.0;0.0;0.8181818127632141;0.7857142686843872;0.7058823108673096;0.3333333134651184;0.3125
100856;107734;1;0.8427559759305872;0.8427559759305872;0.8427559759305872;0.0;1.0;0.0;0.9090908765792847;0.7857142686843872;0.5833333730697632;0.4444444179534912;0.375
100856;104310;1;0.8210122533466505;0.8210122533466505;0.8210122533466505;0.0;1.0;0.0;0.47826087474823;0.8571428656578064;0.8333333134651184;0.4722222089767456;0.761904776096344
100856;105349;1;0.7227790200191996;0.7227790200191996;0.7227790200191996;0.0;1.0;0.0;0.8181818127632141;0.7857142686843872;0.75;0.3055555820465088;0.8888888955116272
100558;100856;1;0.8342965685802959;0.8342965685802959;0.8342965685802959;0.0;1.0;0.0;0.5454545021057129;0.8571428656578064;0.75;0.5;0.8125
100717;100856;1;0.8278985541799794;0.8278985541799794;0.8278985541799794;0.0;1.0;0.0;0.36666667461395264;0.800000011920929;0.8333333134651184;0.3055555820465088;0.7894736528396606
100856;107056;1;0.6914172742677772;0.6914172742677772;0.6914172742677772;0.0;1.0;0.0;0.6363636255264282;0.5714285373687744;0.6666666269302368;0.2777777910232544;0.7777777910232544
102477;105076;1;0.7183794379234315;0.7183794379234315;0.7183794379234315;0.0;1.0;0.0;0.6363636255264282;0.9090908765792847;0.3125;0.625;0.5555555820465088
105076;105098;1;0.7099802390388821;0.7099802390388821;0.7099802390388821;0.0;0.9166666269302368;0.0;0.8181818127632141;0.6363636255264282;0.8333333134651184;0.8888888955116272;0.8888888955116272
103398;105076;1;0.759197323218636;0.759197323218636;0.759197323218636;0.0;1.0;0.0;0.8181818127632141;0.6363636255264282;0.3125;0.75;0.6000000238418579
