elemento1;elemento2;qtdAlg;min;max;med;duplicata;title;artist;track01;track02;track03;track10;track11
102670;104343;2;0.9421568661928177;0.9421568661928177;0.9421568661928177;0.0;1.0;0.0;1.0;1.0;0.949999988079071;1.0;1.0
1858;9637;9;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0
10314;2427;5;0.8941337764263153;0.9399671107530594;0.913171057701111;1.0;0.949999988079071;0.7777778506278992;0.9375;0.9473684430122375;1.0;1.0;1.0
10314;8640;5;0.9333333373069763;1.0;0.9626666688919068;1.0;1.0;0.7777778506278992;1.0;1.0;1.0;1.0;1.0
2187;2418;9;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0
3096;3123;5;0.9333333373069763;0.9761904776096344;0.9549206316471099;1.0;0.9555556178092957;0.694444477558136;1.0;1.0;0.96875;1.0;0.949999988079071
2004;3710;8;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0
4441;8151;11;0.9029720276594162;0.9711538404226303;0.924633736157488;1.0;1.0;1.0;0.8846153616905212;0.7272727489471436;0.8333333134651184;0.75;0.7692307829856873
3670;4441;14;0.9347826242446899;0.974456524848938;0.9474568716036283;1.0;1.0;1.0;0.8695652484893799;0.875;0.800000011920929;0.8888888955116272;0.800000011920929
4441;7769;5;0.9111111164093018;1.0;0.9519484730734341;1.0;0.644444465637207;1.0;1.0;1.0;1.0;1.0;1.0
3670;8151;11;0.8513986021280289;0.9423076957464218;0.8836587210987082;1.0;1.0;1.0;0.7692307829856873;0.6363636255264282;0.6666666269302368;0.6666666269302368;0.615384578704834
7769;8151;3;0.8357817021509012;0.8822649568319321;0.8577514192368385;1.0;0.644444465637207;1.0;0.8846153616905212;0.7272727489471436;0.8333333134651184;0.75;0.7692307829856873
7515;8151;11;0.8954326957464219;0.9711538404226303;0.9233225474244521;1.0;1.0;1.0;0.8846153616905212;0.7272727489471436;0.7777777910232544;0.75;0.692307710647583
3670;7769;5;0.867592600484689;0.936141312122345;0.899060169790966;1.0;0.644444465637207;1.0;0.8695652484893799;0.875;0.800000011920929;0.8888888955116272;0.800000011920929
3670;7515;13;0.9347826242446899;0.974456524848938;0.9485709273028289;1.0;1.0;1.0;0.8695652484893799;0.875;0.8666666746139526;0.8888888955116272;0.8999999761581421
7515;7769;5;0.9071759258707365;1.0;0.9481984721793644;1.0;0.644444465637207;1.0;1.0;1.0;0.9333333373069763;1.0;0.8999999761581421
106803;107918;3;0.8902173923409503;1.0;0.9634057974469834;0.0;0.4950000047683716;1.0;1.0;1.0;1.0;0.0;0.07142859697341919
4179;4732;12;0.8461538441479207;0.9722222238779068;0.9291006749435876;1.0;1.0;1.0;0.8888888955116272;0.800000011920929;0.5;0.3461538553237915;0.8333333134651184
4179;4911;12;0.8461538441479207;0.9722222238779068;0.9291006749435876;1.0;1.0;1.0;0.8888888955116272;0.800000011920929;0.5;0.3461538553237915;0.8333333134651184
7653;7852;8;0.8819444477558136;0.9444444477558136;0.9125609714537859;1.0;0.75;1.0;0.7777777910232544;1.0;1.0;1.0;0.1764705777168274
7653;8029;8;0.8819444477558136;0.9444444477558136;0.9125609714537859;1.0;0.75;1.0;0.7777777910232544;1.0;1.0;1.0;0.1764705777168274
10383;7653;8;0.8819444477558136;0.9444444477558136;0.9125609714537859;1.0;0.75;1.0;0.7777777910232544;1.0;1.0;1.0;0.1764705777168274
