elemento1;elemento2;duplicata;title;artist;track01;track02;track03
7653;7852;true;0.8461538553237915;1.0;0.7777777910232544;1.0;1.0
7653;8029;true;0.8461538553237915;1.0;0.7777777910232544;1.0;1.0
10383;7653;true;0.8461538553237915;1.0;0.7777777910232544;1.0;1.0
10230;7653;true;0.7692307829856873;1.0;0.7777777910232544;0.8666666746139526;0.875
6858;7653;true;0.7692307829856873;0.9090908765792847;0.7777777910232544;0.8666666746139526;0.875
104097;109733;false;0.9142857193946838;0.10344827175140381;1.0;0.8461538553237915;0.95652174949646
4441;8151;true;1.0;1.0;0.8846153616905212;0.7272727489471436;0.8333333134651184
3670;4441;true;1.0;1.0;0.8695652484893799;0.875;0.800000011920929
3670;8151;true;1.0;1.0;0.7692307829856873;0.6363636255264282;0.6666666269302368
7515;8151;true;1.0;1.0;0.8846153616905212;0.7272727489471436;0.7777777910232544
3670;7515;true;1.0;1.0;0.8695652484893799;0.875;0.8666666746139526
4179;4732;true;1.0;1.0;0.8888888955116272;0.800000011920929;0.5
4179;4911;true;1.0;1.0;0.8888888955116272;0.800000011920929;0.5
100717;104310;false;0.9166666865348816;0.8571428656578064;0.699999988079071;0.800000011920929;0.8333333134651184
100856;107734;false;0.9166666865348816;0.6875;0.9090908765792847;0.7857142686843872;0.5833333730697632
100856;105349;false;0.8333333134651184;0.375;0.8181818127632141;0.7857142686843872;0.75
100558;100856;false;0.9166666865348816;0.8823529481887817;0.5454545021057129;0.8571428656578064;0.75
105349;107734;false;0.9090908765792847;0.5454545021057129;0.9090908765792847;0.8181818127632141;0.699999988079071
100558;107734;false;0.9090908765792847;0.5882352590560913;0.5454545021057129;0.7142857313156128;0.699999988079071
100558;105349;false;0.8181818127632141;0.3529411554336548;0.6000000238418579;0.7142857313156128;1.0
7288;7483;true;1.0;0.6111111044883728;1.0;1.0;1.0
2366;2367;true;0.8500000238418579;1.0;0.7333333492279053;0.8999999761581421;0.8999999761581421
108408;108563;false;1.0;0.19999998807907104;1.0;1.0;0.8591549396514893
6314;8464;true;1.0;1.0;0.8947368264198303;0.782608687877655;0.9032257795333862
6102;9115;true;1.0;0.7777777910232544;1.0;1.0;0.9523809552192688
7525;8995;true;1.0;1.0;0.625;0.8999999761581421;0.8571428656578064
7540;8823;true;1.0;1.0;0.8461538553237915;0.6521738767623901;0.7200000286102295
7920;8494;true;0.9333333373069763;0.8571428656578064;1.0;0.75;1.0
6382;7920;true;1.0;1.0;1.0;0.75;1.0
6382;8494;true;0.9333333373069763;0.8571428656578064;1.0;1.0;1.0
7794;8890;true;1.0;1.0;0.9696969985961914;0.75;1.0
7794;9063;true;0.9166666865348816;1.0;0.9142857193946838;0.75;0.9166666865348816
6802;7794;true;0.9166666865348816;1.0;0.9142857193946838;0.75;0.9166666865348816
5664;8717;true;1.0;0.27272725105285645;1.0;1.0;1.0
101564;108252;false;1.0;0.44999998807907104;1.0;0.9285714030265808;1.0
9327;9412;true;1.0;0.4193548560142517;1.0;1.0;0.6499999761581421
10000;8664;true;1.0;0.9333333373069763;0.875;0.7777777910232544;0.8285714387893677
3086;3215;true;1.0;0.4615384340286255;1.0;1.0;1.0
5010;5205;true;1.0;0.3888888955116272;0.8421052694320679;0.9166666865348816;0.8125
5025;9863;true;0.8999999761581421;1.0;0.75;0.8999999761581421;0.8888888955116272
2823;4684;true;0.9411764740943909;1.0;0.8421052694320679;0.8333333134651184;0.8947368264198303
3792;8891;true;0.95652174949646;1.0;0.800000011920929;0.8333333134651184;0.7692307829856873
109732;109743;false;0.9333333373069763;0.06666666269302368;0.8999999761581421;0.800000011920929;0.2666666507720947
8306;8663;true;0.9333333373069763;0.22727274894714355;1.0;1.0;1.0
4184;6950;true;0.9375;0.8571428656578064;0.75;0.8888888955116272;0.3333333134651184
10314;2427;true;0.9375;0.7333333492279053;0.9375;0.9473684430122375;1.0
10314;8640;true;1.0;0.7333333492279053;1.0;1.0;1.0
6922;9161;true;1.0;1.0;0.8181818127632141;0.800000011920929;0.7142857313156128
3383;6969;true;0.9545454382896423;1.0;0.800000011920929;0.9642857313156128;0.9333333373069763
103398;107056;false;0.9285714030265808;0.875;0.7777777910232544;0.875;0.8333333134651184
4108;7977;true;0.8846153616905212;0.875;1.0;1.0;1.0
11455;5289;true;1.0;1.0;0.7647058963775635;0.692307710647583;0.4285714030265808
100054;103056;false;0.8571428656578064;0.800000011920929;0.6666666269302368;0.8666666746139526;0.4117646813392639
3096;3123;true;0.9523809552192688;0.8095238208770752;1.0;1.0;0.96875
102987;107521;false;1.0;0.5454545021057129;0.6666666269302368;0.75;0.4166666865348816
10449;6162;true;1.0;0.75;1.0;1.0;1.0
102666;105709;false;1.0;0.1428571343421936;0.9411764740943909;0.95652174949646;0.9583333134651184
7344;8291;true;1.0;1.0;0.7894736528396606;0.875;0.800000011920929
6547;6741;true;1.0;1.0;0.9285714030265808;0.800000011920929;0.8571428656578064
7622;8349;true;1.0;1.0;0.9285714030265808;0.8235294222831726;0.9545454382896423
4124;7722;true;0.5714285373687744;1.0;1.0;1.0;1.0
4124;6737;true;0.5714285373687744;1.0;1.0;1.0;0.9411764740943909
10361;5426;true;0.7777777910232544;1.0;1.0;1.0;1.0
10361;7869;true;0.7777777910232544;1.0;1.0;1.0;0.9285714030265808
6811;7429;true;0.7777777910232544;1.0;0.9130434989929199;1.0;1.0
11423;11538;true;0.3103448152542114;1.0;1.0;0.9599999785423279;1.0
102670;104343;false;0.7058823108673096;0.8666666746139526;1.0;1.0;0.949999988079071
6413;7975;true;0.6451612710952759;1.0;1.0;1.0;0.9285714030265808
8364;8526;true;0.5833333730697632;1.0;0.9285714030265808;1.0;1.0
6919;8060;true;0.8333333134651184;0.875;1.0;1.0;1.0
6354;8424;true;0.3333333134651184;1.0;1.0;0.9333333373069763;1.0
2771;5458;true;0.3571428656578064;0.9166666865348816;0.9583333134651184;1.0;1.0
5542;6695;true;0.7894736528396606;1.0;0.9166666865348816;1.0;1.0
2188;8063;true;0.8999999761581421;0.8333333134651184;1.0;1.0;1.0
5360;8430;true;0.800000011920929;1.0;0.8461538553237915;0.9545454382896423;0.9090908765792847
1858;9637;true;1.0;1.0;1.0;1.0;1.0
7094;9189;true;0.8181818127632141;1.0;1.0;1.0;1.0
2187;2418;true;1.0;1.0;1.0;1.0;1.0
2004;3710;true;1.0;1.0;1.0;1.0;1.0
4586;7633;true;0.9411764740943909;1.0;1.0;0.9090908765792847;0.6000000238418579
9333;9450;true;0.9375;1.0;1.0;1.0;1.0
2252;4733;true;1.0;1.0;1.0;1.0;1.0
4441;7769;true;0.1111111044883728;0.1428571343421936;1.0;1.0;1.0
7769;8151;true;0.1111111044883728;0.1428571343421936;0.8846153616905212;0.7272727489471436;0.8333333134651184
3670;7769;true;0.1111111044883728;0.1428571343421936;0.8695652484893799;0.875;0.800000011920929
7515;7769;true;0.1111111044883728;0.1428571343421936;1.0;1.0;0.9333333373069763
102562;104023;false;0.7250000238418579;1.0;0.2745097875595093;0.29729729890823364;0.22727274894714355
101556;105525;false;0.4871794581413269;1.0;0.08695650100708008;0.1904761791229248;0.1071428656578064
101556;106101;false;0.5384615659713745;1.0;0.21875;0.1666666865348816;0.18333333730697632
105525;106101;false;0.6315789222717285;1.0;0.28125;0.13636362552642822;0.18333333730697632
10102;8140;true;0.7045454978942871;0.8823529481887817;0.8421052694320679;0.0;0.0
101693;102395;false;0.3658536672592163;1.0;0.2142857313156128;0.2250000238418579;0.1111111044883728
7540;7542;true;1.0;1.0;0.8461538553237915;0.20930230617523193;0.6000000238418579
7542;8823;true;1.0;1.0;1.0;0.3720930218696594;0.8333333134651184
101723;106128;false;0.8684210777282715;1.0;0.25;0.3333333134651184;0.2142857313156128
