elemento1;elemento2;duplicata;title;artist;track01;track02;track03
7653;7852;1.0;0.75;1.0;0.7777777910232544;1.0;1.0;1.0;1.0
7653;8029;1.0;0.75;1.0;0.7777777910232544;1.0;1.0;1.0;1.0
10383;7653;1.0;0.75;1.0;0.7777777910232544;1.0;1.0;1.0;1.0
10230;7653;1.0;0.7166666984558105;1.0;0.7777777910232544;0.8666666746139526;0.875;0.8666666746139526;0.875
6858;7653;1.0;0.6166666746139526;1.0;0.7777777910232544;0.8666666746139526;0.875;0.8666666746139526;0.875
104097;109733;0.0;0.9833333492279053;0.5555555820465088;1.0;0.8461538553237915;0.95652174949646;0.8461538553237915;0.95652174949646
4441;8151;1.0;1.0;1.0;0.8846153616905212;0.7272727489471436;0.8333333134651184;0.7272727489471436;0.8333333134651184
3670;4441;1.0;1.0;1.0;0.8695652484893799;0.875;0.800000011920929;0.875;0.800000011920929
3670;8151;1.0;1.0;1.0;0.7692307829856873;0.6363636255264282;0.6666666269302368;0.6363636255264282;0.6666666269302368
7515;8151;1.0;1.0;1.0;0.8846153616905212;0.7272727489471436;0.7777777910232544;0.7272727489471436;0.7777777910232544
3670;7515;1.0;1.0;1.0;0.8695652484893799;0.875;0.8666666746139526;0.875;0.8666666746139526
4179;4732;1.0;1.0;1.0;0.8888888955116272;0.800000011920929;0.5;0.800000011920929;0.5
4179;4911;1.0;1.0;1.0;0.8888888955116272;0.800000011920929;0.5;0.800000011920929;0.5
100717;104310;0.0;1.0;0.0;0.699999988079071;0.800000011920929;0.8333333134651184;0.800000011920929;0.8333333134651184
100856;107734;0.0;1.0;0.0;0.9090908765792847;0.7857142686843872;0.5833333730697632;0.7857142686843872;0.5833333730697632
100856;105349;0.0;1.0;0.0;0.8181818127632141;0.7857142686843872;0.75;0.7857142686843872;0.75
100558;100856;0.0;1.0;0.0;0.5454545021057129;0.8571428656578064;0.75;0.8571428656578064;0.75
105349;107734;0.0;1.0;0.0;0.9090908765792847;0.8181818127632141;0.699999988079071;0.8181818127632141;0.699999988079071
100558;107734;0.0;1.0;0.0;0.5454545021057129;0.7142857313156128;0.699999988079071;0.7142857313156128;0.699999988079071
100558;105349;0.0;1.0;0.0;0.6000000238418579;0.7142857313156128;1.0;0.7142857313156128;1.0
7288;7483;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
2366;2367;1.0;0.8755555152893066;1.0;0.7333333492279053;0.8999999761581421;0.8999999761581421;0.8999999761581421;0.8999999761581421
108408;108563;0.0;1.0;0.4444444477558136;1.0;1.0;0.8591549396514893;1.0;0.8591549396514893
6314;8464;1.0;1.0;1.0;0.8947368264198303;0.782608687877655;0.9032257795333862;0.782608687877655;0.9032257795333862
6102;9115;1.0;1.0;1.0;1.0;1.0;0.9523809552192688;1.0;0.9523809552192688
7525;8995;1.0;1.0;1.0;0.625;0.8999999761581421;0.8571428656578064;0.8999999761581421;0.8571428656578064
7540;8823;1.0;1.0;1.0;0.8461538553237915;0.6521738767623901;0.7200000286102295;0.6521738767623901;0.7200000286102295
7920;8494;1.0;0.9555556178092957;1.0;1.0;0.75;1.0;0.75;1.0
6382;7920;1.0;1.0;1.0;1.0;0.75;1.0;0.75;1.0
6382;8494;1.0;0.9555556178092957;1.0;1.0;1.0;1.0;1.0;1.0
7794;8890;1.0;1.0;1.0;0.9696969985961914;0.75;1.0;0.75;1.0
