1858;9637
2004;3710
2187;2418
2188;8063
2252;4733
2366;2367
2406;7291
2427;8640
2440;5443
2571;9019
2577;2581
2619;6174
2781;9669
2813;3155
10064;2819
2823;4684
2957;3106
3086;3215
3159;9969
3192;7923
3356;6955
3383;6969
3475;8592
10061;3517
3529;4114
3539;4190
3670;4441
3670;7515
3678;4266
3678;6690
3722;6719
3722;8453
3792;8891
3931;5754
4108;7977
4178;7199
4178;8683
4179;4732
4184;6950
4266;6690
4291;4905
4292;8795
4297;4306
4297;8636
4306;8636
4348;7170
4384;5657
4395;8725
4419;7644
4441;7515
4441;8151
4481;6716
4508;9662
4586;7633
4613;6116
4676;5746
4732;4911
4843;8794
4895;9209
4975;5889
5025;9863
11530;5099
5185;7072
5238;8297
11455;5289
5324;7847
5360;8430
5371;5959
5394;5418
5426;7869
10361;5426
5477;8368
5477;9076
5542;6695
5574;7562
5577;8990
5731;8779
5776;9008
5912;8949
5921;8423
5988;8859
6102;9115
10449;6162
10301;6246
6272;7460
6314;8464
6316;7311
6339;7517
6382;7920
6382;8494
6547;6741
20000;22
20001;22
20002;22
20003;22
20004;22
20005;22
