conf/vldb/RusinkiewiczKTWM95;﻿"id"
conf/vldb/RusinkiewiczKTWM95;aKcZKwvwbQwJ
conf/vldb/RusinkiewiczKTWM95;ixKfiTHoaDoJ
conf/vldb/RusinkiewiczKTWM95;3BxllB4wwcIJ
conf/vldb/RusinkiewiczKTWM95;d2WWxwKMex4J
conf/vldb/RusinkiewiczKTWM95;cZCX-AQpjccJ
conf/vldb/RusinkiewiczKTWM95;DMhfVNSDYD4J
conf/vldb/RusinkiewiczKTWM95;97wRWOpnANkJ
conf/vldb/RusinkiewiczKTWM95;xSv97kdDZU8J
conf/vldb/RusinkiewiczKTWM95;vj0-A5RoktIJ
conf/vldb/RusinkiewiczKTWM95;6TKMB5gO9EoJ
conf/vldb/RusinkiewiczKTWM95;im0SIHX8SOcJ
conf/vldb/RusinkiewiczKTWM95;izK60fJMujQJ
conf/vldb/RusinkiewiczKTWM95;UPWEn_-Pd-sJ
conf/vldb/RusinkiewiczKTWM95;lDTPyBMtHVwJ
conf/vldb/RusinkiewiczKTWM95;173qcCip5coJ
conf/vldb/RusinkiewiczKTWM95;I3mRuMui5o0J
conf/vldb/RusinkiewiczKTWM95;0GT_dHqK5roJ
conf/vldb/RusinkiewiczKTWM95;6wr9qvjWwy4J
conf/vldb/RusinkiewiczKTWM95;yNwfL9rufUIJ
conf/vldb/RusinkiewiczKTWM95;k9_rZiB4rKoJ
conf/vldb/RusinkiewiczKTWM95;QOmFqwrnSvgJ
conf/vldb/RusinkiewiczKTWM95;0BIwb8RT4OMJ
conf/vldb/RusinkiewiczKTWM95;XLslbG3-JYcJ
conf/vldb/RusinkiewiczKTWM95;v-6ClxSz9doJ
conf/vldb/RusinkiewiczKTWM95;hM920cBVn1wJ
conf/vldb/RusinkiewiczKTWM95;0HMk-YUh4i8J
conf/vldb/RusinkiewiczKTWM95;rgzK3sG-rnQJ
conf/vldb/RusinkiewiczKTWM95;r3sCE4vukG0J
conf/vldb/RusinkiewiczKTWM95;7B7KCnJu4j8J
conf/vldb/RusinkiewiczKTWM95;wGTOB7ImnLYJ
conf/vldb/RusinkiewiczKTWM95;d2QifUxZ3zQJ
conf/vldb/RusinkiewiczKTWM95;pvUeHhayZ88J
conf/vldb/RusinkiewiczKTWM95;pG9TXzucQzcJ
conf/vldb/RusinkiewiczKTWM95;fOH6aNSDFXkJ
conf/vldb/RusinkiewiczKTWM95;url:http://portal.acm.org/citation.cfm%3Fid%3D110307.110302
conf/vldb/RusinkiewiczKTWM95;_-p7FOuTcEIJ
conf/vldb/RusinkiewiczKTWM95;ZpOG6KM-mgoJ
conf/vldb/RusinkiewiczKTWM95;x28I9Elj9KIJ
conf/vldb/RusinkiewiczKTWM95;K_qOxjIJWpQJ
conf/vldb/RusinkiewiczKTWM95;l8WNeX0WeSAJ
conf/vldb/RusinkiewiczKTWM95;PL5DRujtg88J
conf/vldb/RusinkiewiczKTWM95;ejmFgnEkip8J
conf/vldb/RusinkiewiczKTWM95;AELK1VrNZ40J
conf/vldb/RusinkiewiczKTWM95;2KtUhuZ4z6QJ
conf/vldb/RusinkiewiczKTWM95;HTf9AkxlLV8J
conf/vldb/RusinkiewiczKTWM95;OhxtDo0PX1cJ
conf/vldb/RusinkiewiczKTWM95;OYUlnDgBsHgJ
conf/vldb/RusinkiewiczKTWM95;RZ1wfgINGFoJ
conf/vldb/RusinkiewiczKTWM95;78PlrdpBT8sJ
conf/vldb/RusinkiewiczKTWM95;oc6SJkjsQH8J
conf/vldb/RusinkiewiczKTWM95;jGMegWjZY4gJ
conf/vldb/RusinkiewiczKTWM95;vuuzUzVRnTsJ
conf/vldb/RusinkiewiczKTWM95;r7Nwb5Ja0V4J
conf/vldb/RusinkiewiczKTWM95;qSmbg2Pmas0J
conf/vldb/RusinkiewiczKTWM95;nN73C1WoRB8J
conf/vldb/RusinkiewiczKTWM95;ni6q3Ow1X1AJ
conf/vldb/RusinkiewiczKTWM95;HGo-3LYtAooJ
conf/vldb/RusinkiewiczKTWM95;tGNFoB_K6WwJ
conf/vldb/RusinkiewiczKTWM95;Ei9esmN5czwJ
conf/vldb/RusinkiewiczKTWM95;url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D2147016CI
conf/vldb/RusinkiewiczKTWM95;uWeDXtelPrMJ
conf/vldb/RusinkiewiczKTWM95;zKnfv086qLYJ
conf/vldb/RusinkiewiczKTWM95;s_0_4qYX9w0J
conf/vldb/RusinkiewiczKTWM95;ctG34FDMmUoJ
conf/vldb/RusinkiewiczKTWM95;XCdKCLPJ9gkJ
conf/vldb/RusinkiewiczKTWM95;bA8eKd7mQVgJ
conf/vldb/RusinkiewiczKTWM95;EeTtbmdFG94J
conf/vldb/RusinkiewiczKTWM95;8HeCBYmbIQ0J
conf/vldb/RusinkiewiczKTWM95;TL5mfdKmYeUJ
conf/vldb/RusinkiewiczKTWM95;AKJwRjF08K0J
conf/vldb/RusinkiewiczKTWM95;tjou0W77VQ4J
conf/vldb/RusinkiewiczKTWM95;pVzuVkEC4jwJ
conf/vldb/RusinkiewiczKTWM95;apuTfXq8rR0J
